County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Location
TOMPKINS,504743,Nursery Stock Only,11-100 Acres,,CAYUGA LANDSCAPE CO INC,CAYUGA LANDSCAPE CO INC,607-257-3000,,BUNDY ROAD,,,ITHACA,NY,14850,
TOMPKINS,506616,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CCE TOMPKINS COUNTY MASTER GDNRS PGRM,CHRYS GARDNER,607-272-2292,615,WILLOW AVE,,,ITHACA,NY,14850,"615 WILLOW AVE
ITHACA, NY 14850
(42.45038, -76.503731)"
TOMPKINS,500424,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CORNELL BOTANIC GARDENS,RAKOW DONALD DR-DIRECTOR,607-255-2400,,ONE PLANTATIONS ROAD,,,ITHACA,NY,14850,"ONE PLANTATIONS ROAD
ITHACA, NY 14850"
TOMPKINS,503411,Nursery Stock Only,10 Acres or Less,,CUMMINS NURSERY/INDIAN CREEK FARM,CUMMINS STEPHEN T,607-227-6147,1408,TRUMANSBURG RD,,,ITHACA,NY,14850,"1408 TRUMANSBURG RD
ITHACA, NY 14850
(42.471865, -76.54815)"
TOMPKINS,645115,Nursery Stock Only,10 Acres or Less,,DANBY FARMS,JEANINE HUBER AND GERARD DUNPHY,607-319-6085,222,BALD HILL ROAD,,,SPENCER,NY,14883,"222 BALD HILL ROAD
SPENCER, NY 14883
(42.340557, -76.493947)"
TOMPKINS,505560,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DER ROSENMEISTER,GINENTHAL LEON,607-351-1336,190,SEVEN MILE DRIVE,,,ITHACA,NY,14850,"190 SEVEN MILE DRIVE
ITHACA, NY 14850
(42.421371, -76.538751)"
TOMPKINS,503646,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",EARLYBIRD FARM,SHELDRAKE GEORGE,607-272-1056,806,ELMIRA ROAD,,,ITHACA,NY,14850,"806 ELMIRA ROAD
ITHACA, NY 14850
(42.406595, -76.544617)"
TOMPKINS,645627,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",EARLYBIRD FARM,GEORGE SHELDRAKE,,1100,ELMIRA ROAD,,,NEWFIELD,NY,14867,"1100 ELMIRA ROAD
NEWFIELD, NY 14867
(42.391167, -76.557745)"
TOMPKINS,644486,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",EARLYBIRD FARM,GEORGE SHELDRAKE,607-272-1056,1100,ELMIRA RD,,,ITHACA,NY,14850,"1100 ELMIRA RD
ITHACA, NY 14850"
TOMPKINS,644197,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FALL CREEK FARM LLC,LAMOTTE KARIN & KIM,607-838-8203,397,FALL CREEK ROAD,,,FREEVILLE,NY,13068,"397 FALL CREEK ROAD
FREEVILLE, NY 13068
(42.529788, -76.313239)"
TOMPKINS,645062,Nursery Stock Only,10 Acres or Less,,FLIPPERS,WENDY STHOKAL,607-269-8034,70,MURFIELD DRIVE,,,ITHACA,NY,14850,"70 MURFIELD DRIVE
ITHACA, NY 14850
(42.513207, -76.49763)"
TOMPKINS,645345,Nursery Stock Only,10 Acres or Less,,FOOD FOREST FARM,JONATHAN BATES,413-588-8435,200,CREAMERY ROAD,,,BROOKTONDALE,NY,14817,"200 CREAMERY ROAD
BROOKTONDALE, NY 14817
(42.379791, -76.354603)"
TOMPKINS,644350,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,471,BOSTWICK RD,,,ITHACA,NY,14850,"471 BOSTWICK RD
ITHACA, NY 14850
(42.423028, -76.567525)"
TOMPKINS,644356,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,,STORM ROAD,,,GROTON,NY,13073,
TOMPKINS,503860,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",GRACEFUL GARDENS,GRACEFUL GARDENS,607-387-5529,123,BUCKHILL ROAD SOUTH,,,TRUMANSBURG,NY,14886,"123 BUCKHILL ROAD SOUTH
TRUMANSBURG, NY 14886
(42.443532, -76.689716)"
TOMPKINS,503859,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",GRACEFUL GARDENS,GRACEFUL GARDENS,607-387-5529,123,BUCKHILL ROAD SOUTH,,,TRUMANSBURG,NY,14886,"123 BUCKHILL ROAD SOUTH
TRUMANSBURG, NY 14886
(42.443532, -76.689716)"
TOMPKINS,502733,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HOLLOW ORCHIDS & HERBS,MOLENOCK JOANE,607-277-3380,71,GERMAN CROSSROAD,,,ITHACA,NY,14850,"71 GERMAN CROSSROAD
ITHACA, NY 14850
(42.403991, -76.432787)"
TOMPKINS,500954,Nursery Stock Only,10 Acres or Less,,HONEYSUCKLE HILL,CARR DANIEL,607-423-1356,106,MCLEAN RD,,,CORTLAND,NY,13045,"106 MCLEAN RD
CORTLAND, NY 13045
(42.556218, -76.282013)"
TOMPKINS,500212,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",HOWARD FARMS,HOWARD KATHLEEN,607-898-9576,608,CORTLAND ROAD,,,GROTON,NY,13073,"608 CORTLAND ROAD
GROTON, NY 13073
(42.592142, -76.339281)"
TOMPKINS,500212,Greenhouse Stock Only,11-100 Acres,"2,000 SqFt of Glass or Less",HOWARD FARMS,HOWARD KATHLEEN,607-898-9576,608,CORTLAND ROAD,,,GROTON,NY,13073,"608 CORTLAND ROAD
GROTON, NY 13073
(42.592142, -76.339281)"
TOMPKINS,502992,Nursery Stock Only,10 Acres or Less,,HUNTS TREE FARM,HUNT ROBERT F,607-539-7582,225,ELMIRA ROAD,,,ITHACA,NY,14850,"225 ELMIRA ROAD
ITHACA, NY 14850
(42.429012, -76.506436)"
TOMPKINS,504934,Nursery Stock Only,10 Acres or Less,,HUNTS TREE FARM,HUNT ROBERT F,607-539-7582,146,BLACKMAN HILL ROAD,,,BERKSHIRE,NY,13736,"146 BLACKMAN HILL ROAD
BERKSHIRE, NY 13736
(42.355961, -76.266538)"
TOMPKINS,644539,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ITHACA ORCHID GARDEN INC,ITHACA ORCHID GARDEN,607-222-6758,1274,DRYDEN ROAD,,,ITHACA,NY,14850,"1274 DRYDEN ROAD
ITHACA, NY 14850
(42.466639, -76.412542)"
TOMPKINS,644246,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ITHACA ORGANICS,SHERMAN TREVER,607-844-3435,85,SIMMS HILL RD,,,DRYDEN,NY,13053,"85 SIMMS HILL RD
DRYDEN, NY 13053
(42.520828, -76.271329)"
TOMPKINS,644247,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ITHACA ORGANICS,SHERMAN TREVER,607-844-8289,41,FALL CREEK RD,,,DRYDEN,NY,13053,"41 FALL CREEK RD
DRYDEN, NY 13053
(42.517487, -76.33849)"
TOMPKINS,506202,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",KENYON ROBERT M,KENYON ROBERT M,607-539-7927,197,WHITE CHURCH ROAD,,,BROOKTONDALE,NY,14817,"197 WHITE CHURCH ROAD
BROOKTONDALE, NY 14817
(42.371352, -76.394908)"
TOMPKINS,645535,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LARCHWOOD FARMS,STEVE CRISPELL JR.,607-227-2298,3024,SLATERVILLE ROAD,,,BROOKTONDALE,NY,14817,"3024 SLATERVILLE ROAD
BROOKTONDALE, NY 14817
(42.38587, -76.31949)"
TOMPKINS,500625,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LITTLEFLOWERS,ALISON L WILEY,607-564-7023,200,CONNECTICUT HILL,,,NEWFIELD,NY,14867,"200 CONNECTICUT HILL
NEWFIELD, NY 14867
(42.377441, -76.64707)"
TOMPKINS,645595,Nursery Stock Only,10 Acres or Less,,MEHRABYAN NURSERY,SURIK MEHRABYAN,,175,SEVEN MILE DRIVE,,,ITHACA,NY,14850,"175 SEVEN MILE DRIVE
ITHACA, NY 14850
(42.419195, -76.541236)"
TOMPKINS,504744,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MICHALEEN'S FLORIST & GREENHOUSE,HERZOG MICHALEEN AND MICHAEL,607-257-3203,2826,NO TRIPHAMMER,,,ITHACA,NY,14850,"2826 NO
ITHACA, NY 14850"
TOMPKINS,500926,Nursery Stock Only,11-100 Acres,,MOORE CHRISTMAS TREE FARM,MOORE RICHARD AND KAY,607-533-7394,575,AUBURN ROAD ROUTE 34,,,GROTON,NY,13073,"575 AUBURN ROAD ROUTE
GROTON, NY 13073
(42.568541, -76.492433)"
TOMPKINS,645622,Nursery Stock Only,10 Acres or Less,,NAN MA,NAN MA,574-855-6360,157,AUTUMN RIDGE CIRCLE,,,ITHACA,NY,14850,"157 AUTUMN RIDGE CIRCLE
ITHACA, NY 14850
(42.500783, -76.504624)"
TOMPKINS,506216,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PLANTSMEN NURSERY THE,SEGAL DANIEL,607-533-7193,482,PERUVILLE ROAD,,,GROTON,NY,13073,"482 PERUVILLE ROAD
GROTON, NY 13073
(42.540866, -76.449404)"
TOMPKINS,500911,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PLEASANT VALLEY GARDENS,BANAS JOHN & ROSEMARY,607-898-3902,109,PLEASANT VALLEY ROAD,,,GROTON,NY,13073,"109 PLEASANT VALLEY ROAD
GROTON, NY 13073
(42.559084, -76.376543)"
TOMPKINS,505406,Nursery Stock Only,10 Acres or Less,,PLENTY OF POSIES,NORBERG AUDREY E AND MARK RAMOS,607-564-7416,486,SHAFFER ROAD,,,NEWFIELD,NY,14867,"486 SHAFFER ROAD
NEWFIELD, NY 14867
(42.342851, -76.568095)"
TOMPKINS,503834,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PLENTY OF POSIES,NORBERG AUDREY E AND MARK RAMOS,607-279-5361,395,SHAFFER ROAD,,,NEWFIELD,NY,14867,"395 SHAFFER ROAD
NEWFIELD, NY 14867
(42.347512, -76.567912)"
TOMPKINS,645770,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",QUEEN OF THE MEADOW SEEDLINGS,EMILY RAMSEY,207-860-6315,1407,MECKLENBURY ROAD,#666,,ITHACA,NY,14850,"1407 MECKLENBURY ROAD
ITHACA, NY 14850
(42.447764, -76.555758)"
TOMPKINS,645303,Nursery Stock Only,10 Acres or Less,,SOMMARSTUGA GARDENS LLC,DARLENE SCHLATHER,607-387-5668,81,E. MAIN STREET,,,TRUMANSBURG,NY,14886,"81 E MAIN STREET
TRUMANSBURG, NY 14886
(42.540747, -76.657912)"
TOMPKINS,503832,Nursery Stock Only,10 Acres or Less,,STONEPOST NURSERY,CARDINA TIMOTHY,607-387-5842,3224,SWAMP COLLEGE ROAD,,,TRUMANSBURG,NY,14886,"3224 SWAMP COLLEGE ROAD
TRUMANSBURG, NY 14886
(42.509953, -76.625512)"
TOMPKINS,645544,Nursery Stock Only,10 Acres or Less,,SUSAN BISHOP,SUSAN BISHOP,315-481-8503,952,LICK STREET,,,GROTON,NY,13073,"952 LICK STREET
GROTON, NY 13073
(42.617865, -76.344298)"
TOMPKINS,645547,Nursery Stock Only,10 Acres or Less,,SUSAN BISHOP - SELL,SUSAN BISHOP,315-481-8503,610,ELM STREET,,,GROTON,NY,13073,"610 ELM STREET
GROTON, NY 13073
(42.584644, -76.355957)"
TOMPKINS,645548,Nursery Stock Only,10 Acres or Less,,SUSAN BISHOP - SELL,SUSAN BISHOP,315-481-8503,301,PERU RD.,,,GROTON,NY,13073,"301 PERU RD
GROTON, NY 13073
(42.582032, -76.368803)"
TOMPKINS,644734,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TC3 FARM,TOMPKINS CORTLAND COMMUNITY COLLEGE FOUN,607-229-4195,100,CORTLAND RD,,,DRYDEN,NY,13053,"100 CORTLAND RD
DRYDEN, NY 13053
(42.508849, -76.291801)"
TOMPKINS,500452,Nursery Stock Only,10 Acres or Less,,THOMAS ROAD TREES,GROVER WILLIAM L,607-539-7136,312,THOMAS ROAD,,,ITHACA,NY,14850,"312 THOMAS ROAD
ITHACA, NY 14850
(42.415431, -76.381572)"
TOMPKINS,645650,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",UNDER THE TREE,SCOTT GAASBECK,607-203-0110,58,MIDDAUGH ROAD,,,BROOKTONDALE,NY,14817,"58 MIDDAUGH ROAD
BROOKTONDALE, NY 14817
(42.384857, -76.412949)"
TOMPKINS,645649,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",UNDER THE TREE,SCOTT VAN GAASBECK,607-203-0110,58,MIDDAUGH ROAD,,,BROOKTONDALE,NY,14817,"58 MIDDAUGH ROAD
BROOKTONDALE, NY 14817
(42.384857, -76.412949)"
TOMPKINS,505768,Combined Nursery and Greenhouse,,"2,000 SqFt of Glass or Less",WEST HAVEN ORGANIC FARM,BOKAER-SMITH JOHN & JENNIFER,607-351-6670,114,RACHEL CARSON WAY,,,ITHACA,NY,14850,"114 RACHEL CARSON WAY
ITHACA, NY 14850
(42.442717, -76.541596)"
TOMPKINS,644935,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WEST HAVEN ORGANIC FARM,WEST HAVEN ORGANIC FARM,607-351-6670,,HELENS WAY,,,ITHACA,NY,14850,
TOMPKINS,645023,Nursery Stock Only,10 Acres or Less,,WILLOW AND BEE GARDENS,PATRICIA WILSON,607-387-4490,5073,JACKSONVILLE ROAD,,,JACKSONVILLE,NY,14854,"5073 JACKSONVILLE ROAD
JACKSONVILLE, NY 14854
(42.510627, -76.614865)"
ULSTER,515138,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ADAMS FAIRACRES FMS INC,ADAMS FAIRACRES FARMS INC,845-336-6300,1560,ULSTER AVENUE,,,LAKE KATRINE,NY,12449,"1560 ULSTER AVENUE
LAKE KATRINE, NY 12449
(41.976878, -73.989049)"
ULSTER,645102,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",A & J NURSERY,DAVID LEWIS,845-701-9637,3644,STATE ROUTE 52,,,PINE BUSH,NY,12566,"3644 STATE ROUTE
PINE BUSH, NY 12566"
ULSTER,514812,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ANGELS AT GARDEN GATE NURSERY,KOSTECZKO KIM ANN,845-895-2118,1562,ALBANY POST ROAD,,,GARDINER,NY,12525,"1562 ALBANY POST ROAD
GARDINER, NY 12525
(41.639289, -74.190796)"
ULSTER,515680,Nursery Stock Only,11-100 Acres,,AUGUSTINE BROS CORP,AUGUSTINE BROS CORP,845-338-4936,200,SAWKILL ROAD,,,KINGSTON,NY,12401,"200 SAWKILL ROAD
KINGSTON, NY 12401
(41.950989, -74.019225)"
ULSTER,515367,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROS CORP,845-338-4936,286,RICHMOND PARKWAY,,,KINGSTON,NY,12401,"286 RICHMOND PARKWAY
KINGSTON, NY 12401
(41.94819, -74.008444)"
ULSTER,514261,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROS CORP,845-338-4936,25,BRABRANT ROAD,,,KINGSTON,NY,12401,"25 BRABRANT ROAD
KINGSTON, NY 12401
(41.945954, -74.02329)"
ULSTER,514260,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROS CORP,845-338-4936,177,VAN KLEECKS LANE,,,KINGSTON,NY,12401,"177 VAN KLEECKS LANE
KINGSTON, NY 12401
(41.95397, -73.990074)"
ULSTER,644502,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROPS CORP,845-338-4931,23,CORA TERRACE,,,KINGSTON,NY,12401,"23 CORA TERRACE
KINGSTON, NY 12401
(41.955622, -73.989233)"
ULSTER,515524,Nursery Stock Only,11-100 Acres,,BELLS CHRISTMAS TREES LLC,BELL GORDON & BRIAN,845-532-1886,647,METTACAHONTS ROAD,,,ACCORD,NY,12404,"647 METTACAHONTS ROAD
ACCORD, NY 12404
(41.826668, -74.266861)"
ULSTER,513940,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",BOICES FARM,BOICE MURPHY SUSANNE,845-246-7426,600,KINGS HIGHWAY,,,SAUGERTIES,NY,12477,"600 KINGS HIGHWAY
SAUGERTIES, NY 12477
(42.028425, -73.98872)"
ULSTER,515731,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BRADLEY RAY,BRADLEY RAY,845-255-8769,317,SPRINGTOWN ROAD,,,NEW PALTZ,NY,12561,"317 SPRINGTOWN ROAD
NEW PALTZ, NY 12561
(41.791716, -74.087337)"
ULSTER,517092,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BUZZANCOS,BUZZANCO ANGELA MARIE,845-336-6528,2050,SAWKILL-RUBY ROAD,,,KINGSTON,NY,124017124,
ULSTER,645810,Greenhouse Stock Only,,,CARADONNA FARMS,LINDA CARADONNA,845-234-3608,1394,ROUTE 9W,,,MARLBORO,NY,12542,"1394 ROUTE 9 W
MARLBORO, NY 12542
(41.610574, -73.967823)"
ULSTER,510870,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",CARADONNA FARMS,CARADONNA BERNARD,845-629-4547,798,LATTINTOWN ROAD,,,MILTON,NY,12547,"798 LATTINTOWN ROAD
MILTON, NY 12547
(41.655448, -74.004181)"
ULSTER,645606,Nursery Stock Only,10 Acres or Less,,CATSKILL NATIVE NURSERY,FRANCIS GROETERS,845-626-2758,607,SAMSONVILLE ROAD,,,KERHONKSON,NY,12446,"607 SAMSONVILLE ROAD
KERHONKSON, NY 12446
(41.831656, -74.30115)"
ULSTER,510122,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CEDAR RIDGE NURSERY,MILLER DENISE,845-246-5419,2123,OLD KINGS HIGHWAY,,,SAUGERTIES,NY,12477,"2123 OLD KINGS HIGHWAY
SAUGERTIES, NY 12477
(42.143804, -73.952127)"
ULSTER,511615,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",COUNTRY FLOWERS GIFTS & GOODIES INC,ROBIN ANDERSON AND ANDREW ANDERSON,845-647-5256,2,RIVER ST,,,NAPANOCH,NY,12458,"2 RIVER ST
NAPANOCH, NY 12458
(41.738097, -74.377321)"
ULSTER,645431,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DAMN GOOD HONEY FARM LLC,KEITH DUARTE,845-701-1999,150,HILLTOP TERRACE,,,KERHONKSON,NY,12446,"150 HILLTOP TERRACE
KERHONKSON, NY 12446
(41.78113, -74.30201)"
ULSTER,645432,Nursery Stock Only,10 Acres or Less,,DAMN GOOD HONEY FARM LLC - SELL,KEITH DUARTE,845-701-1999,15,OLD QUEENS HWY,,,KERHONKSON,NY,12446,"15 OLD QUEENS HWY
KERHONKSON, NY 12446
(41.773116, -74.327128)"
ULSTER,510372,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAVENPORT FARMS,DAVENPORT BARTH AND BRUCE,845-416-6680,3072,ROUTE 209,,,STONERIDGE,NY,12484,"3072 ROUTE
STONERIDGE, NY 12484"
ULSTER,514351,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAVENPORT FARMS,DAVENPORT BARTH AND BRUCE,845-687-0051,3411,US  HIGHWAY 209,,,STONE RIDGE,NY,12484,"3411 US HIGHWAY
STONE RIDGE, NY 12484"
ULSTER,510110,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",EVOLUTIONARY ORGANICS,KINNEY KIRA,845-417-1543,283,SPRINGTOWN ROAD,,,NEW PALTZ,NY,12561,"283 SPRINGTOWN ROAD
NEW PALTZ, NY 12561
(41.78248, -74.08717)"
ULSTER,645656,Nursery Stock Only,10 Acres or Less,,FARM FRESH CARRIBEAN GROWERS,DELROY HENNINGHAM,845-591-3334,134,SOUTH OHIOVILLE ROAD,,,NEW PALTZ,NY,12561,"134 SOUTH OHIOVILLE ROAD
NEW PALTZ, NY 12561
(41.724609, -74.062979)"
ULSTER,516465,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FOUR WINDS FARM,ARMOUR JAMES,845-255-3088,158,MARABAC ROAD,,,GARDINER,NY,12525,"158 MARABAC ROAD
GARDINER, NY 12525
(41.662576, -74.142003)"
ULSTER,513611,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",GALLOS OF WOODSTOCK,MOSTOCK INC,914-679-4272,2542,ROUTE 212,,,WOODSTOCK,NY,12498,"2542 ROUTE
WOODSTOCK, NY 12498"
ULSTER,516922,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HEALTHWAY FARMS,OBRIEN JOSEPH S,845-764-1161,740,SOUTH STREET,,,HIGHLAND,NY,12528,"740 SOUTH STREET
HIGHLAND, NY 12528
(41.644095, -74.035811)"
ULSTER,644115,Nursery Stock Only,10 Acres or Less,,HERMANCE NURSERIES,TRAVIS HERMANCE,401-465-5165,28,HERMANCE LANE,,,ULSTER PARK,NY,12487,"28 HERMANCE LANE
ULSTER PARK, NY 12487
(41.853521, -73.964241)"
ULSTER,645691,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HIGH FALLS AGRICULTURE,RICHARD WERSMAN,845-286-2119,641,BERNE ROAD,,,HIGH FALLS,NY,12440,"641 BERNE ROAD
HIGH FALLS, NY 12440
(41.802116, -74.166642)"
ULSTER,645693,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",HIGH FALLS AGRICULTURE,RICHARD WERSEMAN,646-256-4497,84,WOODLAND ROAD,,,STONE RIDGE,NY,12484,"84 WOODLAND ROAD
STONE RIDGE, NY 12484
(41.891576, -74.217434)"
ULSTER,645625,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JENKINS & LUEKEN ORCHARDS,ERIC JAMES,845-255-0999,69,YANKEE FOLLY ROAD,,,NEW PALTZ,NY,12561,"69 YANKEE FOLLY ROAD
NEW PALTZ, NY 12561
(41.73033, -74.155011)"
ULSTER,517050,Nursery Stock Only,10 Acres or Less,,KALLECO NURSERY CORP,MASSEO MARK,845-658-3553,801,ROUTE 32,,,TILLSON,NY,12486,"801 ROUTE
TILLSON, NY 12486"
ULSTER,644535,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",KELDERS FARM LLC,KELDERS FARM LLC,845-626-7284,5755,ROUTE 209,,,KERHONKSON,NY,12446,"5755 ROUTE
KERHONKSON, NY 12446"
ULSTER,512005,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",KOEMM GREENHOUSES,KOEMM ESTHER,845-236-4623,517,LATTINTOWN ROAD,,,MARLBORO,NY,125425104,
ULSTER,517058,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LEE REICH LTD,REICH LEE,845-255-0417,387,SPRINGTOWN ROAD,,,NEW PALTZ,NY,12561,"387 SPRINGTOWN ROAD
NEW PALTZ, NY 12561
(41.799687, -74.086779)"
ULSTER,645469,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LONG SEASON FARM,ERIN G. ENOVEN,201-207-3923,68,MAPLE LANE,,,KERHONKSON,NY,12446,"68 MAPLE LANE
KERHONKSON, NY 12446
(41.795153, -74.278469)"
ULSTER,645639,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MERCIER FARMS,CHRISTOPHER MERCIER,845-494-7938,100,UNIONVILLE ROAD,,,WALLKILL,NY,12589,"100 UNIONVILLE ROAD
WALLKILL, NY 12589"
ULSTER,645640,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MERCIER FARMS,CHRISTOPHER MERCIER,845-494-7938,210,ROUTE 32 SOUTH,,,NEW PALTZ,NY,12561,"210 ROUTE
NEW PALTZ, NY 12561"
ULSTER,514946,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MIKES HOTHOUSE,COZZOLINO MIKE,845-255-6235,2036,ROUTE 44-55,,,MODENA,NY,12548,"2036 ROUTE
MODENA, NY 12548"
ULSTER,512144,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MOHONK MOUNTAIN HOUSE,SMILEY BROTHERS INC,845-256-2152,1000,MOUNTAIN REST ROAD,,,NEW PALTZ,NY,12561,"1000 MOUNTAIN REST ROAD
NEW PALTZ, NY 12561
(41.779341, -74.135634)"
ULSTER,510723,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",MOUNTAIN VIEW GARDENS,MOUNTAIN VIEW GARDENS INC,845-339-0451,396,BROADWAY ROUTE 9W,,,ULSTER PARK,NY,12487,"396 BROADWAY ROUTE
ULSTER PARK, NY 12487
(41.889895, -73.9745)"
ULSTER,645014,Combined Nursery and Greenhouse,10 Acres or Less,,MUDDY FARM,MUDDY FARM,845-417-1541,45,WINFIELD CORNERS RD,,,STONE RIDGE,NY,12484,"45 WINFIELD CORNERS RD
STONE RIDGE, NY 12484
(41.82282, -74.196585)"
ULSTER,643976,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",NICHOLAS PASCARETTI,NICHOLAS PASCARETTI,845-391-0129,129,UNION CENTER RD,,,ULSTER PARK,NY,12487,"129 UNION CENTER RD
ULSTER PARK, NY 12487
(41.866337, -74.014833)"
ULSTER,644637,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",NICK COZZOLINO,NICK COZZOLINO,845-255-7422,623,ALBANY POST RD,,,NEW PALTZ,NY,12561,"623 ALBANY POST RD
NEW PALTZ, NY 12561
(41.722237, -74.144402)"
ULSTER,645663,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ORGANICA GARDEN SUPPLY/TCLS LLC,TRAVIS CARTER,845-481-4009,1094,MORTON BLVD,,,KINGSTON,NY,12401,"1094 MORTON BLVD
KINGSTON, NY 12401
(41.962227, -73.992966)"
ULSTER,645729,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",OWL SPIRIT GARDEN,KATALIN PAZMANDI,845-687-3312,61,COXING ROAD,,,COTTEKILL,NY,12419,"61 COXING ROAD
COTTEKILL, NY 12419
(41.862694, -74.108568)"
ULSTER,513509,Nursery Stock Only,10 Acres or Less,,PERRY B COBB COMPLETE LANDSCAPE SERVICE,PERCIVAL B COBB,845-687-7195,142,MILL DAM ROAD,LANDSCAPE SERVICE,,STONE RIDGE,NY,12484,"142 MILL DAM ROAD
STONE RIDGE, NY 12484
(41.868875, -74.146898)"
ULSTER,644728,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ROOTED IN LOVE GARDENS AND GROUNDS LLC,MILLARD & JOY YODER,718-751-6584,110,JANSEN RD,,,PINE BUSH,NY,12566,"110 JANSEN RD
PINE BUSH, NY 12566
(41.649402, -74.293549)"
ULSTER,645523,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROOTS SHOOTS AND FLOWERS LLC,KYLE WOEHRLE AND AMANDA KINGSLEY,513-532-9451,200,ESOPUS AVE,,,KINGSTON,NY,12401,"200 ESOPUS AVE
KINGSTON, NY 12401
(41.955605, -74.005908)"
